z,y,x,rad,frame,xum,yum,zum,particle,dxum,dyum,dzum,dr,dxum_adj,dyum_adj,dzum_adj,dr_adj_full,dr_adj_x,dr_adj_xy,contacts_2pt5um,contacts_2pt1um,neighbors,next_nbs,contacts
1.79631981561,76.040690997,82.6590435646,7.55120586403,1.0,10.4976985327,9.65716775661,0.215558377873,5.0,-0.0322048535,-0.12585894981,0.024474077908,0.13219912377,0.0599552214033,-0.120480578674,0.0288095162719,0.137623350631,0.141541811173,0.136781500578,3.0,2.0,none,none,none
11.3254885432,72.576324524,100.829711392,7.33204402485,1.0,12.8053733468,9.21719321455,1.35905862518,7.0,-0.1401804988,0.00435561347,-0.05041099296,0.149032921946,-0.0480204238967,0.00973398460648,-0.0460755545961,0.0672582210506,0.0697581585991,0.0702992160607,7.0,3.0,none,none,none
8.55234594847,50.6695490098,65.1138275692,7.51840515677,1.0,8.26945610129,6.43503272424,1.02628151382,11.0,-0.05928113141,-0.08744628071,-0.033973345231,0.110974288632,0.0328789434933,-0.0820679095735,-0.0296379068671,0.0932446900926,0.0994085766995,0.0947119574984,5.0,3.0,none,none,none
15.5626955492,56.5399639206,90.3861999034,7.43855139874,1.0,11.4790473877,7.18057541792,1.8675234659,15.0,-0.1162495262,0.00825225891,-0.00309601826,0.116583178237,-0.0240894512967,0.0136306300465,0.00123942010385,0.0277061708187,0.0256512527952,0.0278510514758,6.0,3.0,none,none,none
5.51460824931,66.9661244162,7.94157237816,7.693704624,1.0,1.00857969203,8.50469780086,0.661752989917,24.0,-0.148497265049,-0.05127431656,-0.039549844099,0.16200210935,-0.0563371901457,-0.0458959454235,-0.0352144057351,0.0807488152923,0.0858319561729,0.0827315355115,6.0,2.0,none,none,none
17.5804183352,57.2450553269,75.895171071,7.67869626729,1.0,9.63868672602,7.27012202652,2.10965020022,26.0,-0.12027200504,-0.05227319552,-0.00759457041,0.131360266694,-0.0281119301367,-0.0468948243835,-0.00325913204615,0.0547725032445,0.0598368204837,0.0552003864994,5.0,4.0,none,none,none
16.0988652758,56.664342708,36.7169196513,7.64991500266,1.0,4.66304879571,7.19637152392,1.93186383309,29.0,-0.102539766,-0.04105594099,-0.01144123641,0.111044566695,-0.0103796910967,-0.0356775698535,-0.00710579804615,0.0378301380356,0.0438660480147,0.0388783856211,3.0,3.0,none,none,none
29.9783372752,52.3965928057,84.4242435246,7.4239345186,1.0,10.7218789276,6.65436728632,3.59740047302,31.0,-0.1108698399,-0.02000031164,-0.00202780172,0.112677619095,-0.0187097649967,-0.0146219405035,0.00230763664385,0.0238575278938,0.0274623333267,0.0238320882454,7.0,6.0,none,none,none
15.1571031965,63.1365807573,50.5524306094,7.34191049049,1.0,6.42015868739,8.01834575618,1.81885238358,40.0,-0.12894177431,0.08415484797,0.05773672049,0.164443146686,-0.0367816994067,0.0895332191065,0.0620721588539,0.114987145541,0.108482536572,0.112705898815,6.0,4.0,none,none,none
13.1078673177,70.7924656954,23.1950324407,7.61468050704,1.0,2.94576911997,8.99064314332,1.57294407812,42.0,-0.11334581581,-0.04908280166,-0.04161669261,0.130339343578,-0.0211857409067,-0.0437044305235,-0.0372812542461,0.0612274838885,0.0677488460445,0.0639598465363,5.0,4.0,none,none,none
21.0099782903,60.0534140401,114.234103305,7.64221806116,1.0,14.5077311198,7.62678358309,2.52119739483,57.0,-0.1411848493,-0.04245685857,-0.00237467172,0.147449603517,-0.0490247743967,-0.0370784874335,0.00196076664385,0.0614986775536,0.0648972450113,0.0615132652424,3.0,2.0,none,none,none
33.2010042769,54.3371210225,97.837184199,7.49565244178,1.0,12.4253223933,6.90081436986,3.98412051323,59.0,-0.1140345568,-0.02210079443,-0.01813332754,0.117563356649,-0.0218744818967,-0.0167224232935,-0.0137978891761,0.0307979568279,0.0359966059561,0.032968924258,7.0,2.0,none,none,none
15.982754004,66.6253736946,63.8632836867,7.34653395699,1.0,8.11063702821,8.46142245921,1.91793048048,61.0,-0.10297365386,-0.02880232099,-0.05084777074,0.11840034997,-0.0108135789567,-0.0234239498535,-0.0465123323761,0.0531884572033,0.0594306568489,0.0570185119573,7.0,4.0,none,none,none
21.0503381712,71.0619015012,36.6983432595,7.50723670251,1.0,4.66068959395,9.02486149065,2.52604058055,67.0,-0.112694788,-0.04450541065,-0.02736488689,0.124216278539,-0.0205347130967,-0.0391270395135,-0.0230294485261,0.0498292601036,0.0561359337109,0.0519753470172,6.0,3.0,none,none,none
28.9772732807,55.2762117664,56.9570225289,7.58675934349,1.0,7.23354186117,7.02007889433,3.47727279369,71.0,-0.11944540564,0.07275508913,0.13650008401,0.195429733811,-0.0272853307367,0.0781334602665,0.140835522374,0.163352291839,0.157067072305,0.159629570636,5.0,3.0,none,none,none
21.3635824558,75.2494611545,112.737192098,7.55081032158,1.0,14.3176233965,9.55668156662,2.56362989469,74.0,-0.1574881479,-0.04077033144,-0.01212742025,0.163131269157,-0.0653280729967,-0.0353919603035,-0.00779198188615,0.0747065121479,0.0779554447689,0.0752822840881,6.0,4.0,none,none,none
38.2434366239,75.3852657952,62.5903682705,7.50557143362,1.0,7.94897677036,9.57392875599,4.58921239487,82.0,-0.09001536081,0.02438463664,0.06591630495,0.114203042622,0.00214471409325,0.0297630077765,0.0702517433139,0.0763265607052,0.0703147890622,0.0723560342246,6.0,5.0,none,none,none
37.4867878627,72.0056886075,14.4900188455,7.43773446194,1.0,1.84023239338,9.14472245316,4.49841454352,83.0,-0.08998346829,-0.000619994670002,-0.0446556405,0.100456633367,0.00217660661325,0.00475837646648,-0.0403202021361,0.0406583135809,0.0447129538076,0.0449611609215,6.0,4.0,none,none,none
27.8506454135,56.2189347172,3.06057088336,7.74438342176,1.0,0.388692502187,7.13980470908,3.34207744962,88.0,-0.088569399407,-0.04541947439,-0.01080569869,0.100121078147,0.00359067549625,-0.0400411032535,-0.00647026032615,0.0407191253463,0.0468250438181,0.0416286683003,5.0,3.0,none,none,none
36.9550611326,79.1166101898,124.074212759,7.43211677971,1.0,15.7574250204,10.0478094941,4.43460733591,90.0,-0.1297636378,-0.0012541281,-0.0156627407,0.13071149903,-0.0376035628967,0.00412424303648,-0.0113273023361,0.0394885439257,0.0407544135776,0.0409433605043,7.0,5.0,none,none,none
35.1638014427,63.0005586313,26.9772435694,7.53310380049,1.0,3.42610993331,8.00107094617,4.21965617312,92.0,-0.09400411147,0.00229112825,-0.07054489739,0.117552561817,-0.00184403656675,0.00766949938648,-0.0662094590261,0.066677688594,0.0706061774017,0.0709845352134,7.0,4.0,none,none,none
40.3859894185,74.4016666935,47.8323767681,7.47324171627,1.0,6.07471184955,9.44901167008,4.84631873021,96.0,-0.10693683017,-0.0062145338,0.01047287364,0.107628003602,-0.0147767552667,-0.000836162663518,0.0148083120039,0.0209365175857,0.0191482116357,0.0181309885691,7.0,5.0,none,none,none
42.6542964003,79.4530041539,109.691792734,7.57292461768,1.0,13.9308576772,10.0905315275,5.11851556803,97.0,-0.1303033953,0.0021442327,0.01007305811,0.130709751206,-0.0381433203967,0.00752260383648,0.0144084964739,0.0414621180116,0.0395092030348,0.0401617848092,4.0,3.0,none,none,none
37.7900743133,62.7162489036,69.1706199081,7.41449377454,1.0,8.78466872833,7.96496361075,4.53480891759,98.0,-0.08698231357,0.03329868176,0.06648972694,0.114436047072,0.00517776133325,0.0386770528965,0.0708251653039,0.0808636362866,0.0745419023633,0.0770947950366,6.0,3.0,none,none,none
46.7309387687,51.7377443751,5.82040897699,7.00291491519,1.0,0.739191940078,6.57069353564,5.60771265225,105.0,-0.060667907456,-0.01527522769,-0.07689244538,0.099128077418,0.0314921674473,-0.00989685655352,-0.0725570070161,0.0797133843674,0.0844839472801,0.0836788655318,2.0,1.0,none,none,none
44.9746459125,58.1783406549,85.8146080216,7.28725980765,1.0,10.8984552187,7.38864926318,5.3969575095,106.0,-0.085293879,0.00902767465,0.00406349139,0.0858665049174,0.00686619590325,0.0144060457865,0.00839892975385,0.0180338798486,0.0120480503836,0.0164678706474,8.0,4.0,none,none,none
49.0222850202,55.8728062523,108.023760763,7.94380595253,1.0,13.7190176169,7.09584639404,5.88267420242,108.0,-0.1398611564,0.00539477972,-0.00837339277,0.140215407228,-0.0477010814967,0.0107731508565,-0.00403795440615,0.0490689212345,0.0487299756892,0.04961418811,5.0,3.0,none,none,none
45.1115148326,63.8142637844,38.2803192566,7.20709301874,1.0,4.86160054559,8.10441150062,5.41338177991,112.0,-0.10957971555,-0.02856786558,-0.05405034973,0.125480186921,-0.0174196406467,-0.0231894944435,-0.0497149113661,0.0575566585631,0.0635689163821,0.0613403361479,6.0,5.0,none,none,none
46.1747611934,73.2013498234,29.4126690698,7.21627740385,1.0,3.73540897186,9.29657142757,5.54097134321,113.0,-0.09867515456,-0.02644379701,-0.03631998138,0.108421407366,-0.00651507965675,-0.0210654258735,-0.0319845430161,0.0388485446589,0.0453967147565,0.0424892866216,7.0,4.0,none,none,none
40.537524812,66.2347679253,116.858487988,7.40309910408,1.0,14.8410279745,8.41181552652,4.86450297744,115.0,-0.1235920917,0.000956863020001,0.01221705552,0.124198136714,-0.0314320167967,0.00633523415648,0.0165524938839,0.0360845108808,0.0337363855848,0.0343127282114,5.0,4.0,none,none,none
46.5782202706,53.7241668326,20.0651370684,7.15338433806,1.0,2.54827240769,6.82296918774,5.58938643247,116.0,-0.06892344378,-0.05748778865,-0.13335505322,0.160744695607,0.0232366311233,-0.0521094175135,-0.129019614856,0.141072298617,0.147065825701,0.145047932212,6.0,3.0,none,none,none
4.26919223423,76.9902944036,68.1147912828,7.17019863361,1.0,8.65057849292,9.77776738925,0.512303068108,120.0,-0.0203134914,-0.10303086579,-0.001138622147,0.105020444194,0.0718465835033,-0.0976524946535,0.00319681621685,0.121277206874,0.125612846982,0.121240412955,5.0,5.0,none,none,none
38.1197255153,53.2072086391,124.954420316,7.87257050588,1.0,15.8692113802,6.75731549716,4.57436706184,127.0,-0.1171077096,0.00468885395,0.00741951304,0.117436153602,-0.0249476346967,0.0100672250865,0.0117549514039,0.0293583443064,0.0264465310027,0.0279066779043,5.0,5.0,none,none,none
16.5950749383,75.8121959209,76.7815839028,7.32679915693,1.0,9.75126115566,9.62814888196,1.99140899259,128.0,-0.00887248258,-0.0747289885,0.00050498406,0.0752555491526,0.0832875923233,-0.0693506173635,0.00484042242385,0.10848852867,0.111899507444,0.108381668988,7.0,4.0,none,none,none
31.2515378215,55.3381356715,41.836393551,7.43426676824,1.0,5.31322198098,7.02794323028,3.75018453859,130.0,-0.1376150184,-0.00812754741,-0.00254185779,0.13787824831,-0.0454549434967,-0.00274917627352,0.00179358057385,0.0455733122534,0.0462457560887,0.0456088905752,8.0,4.0,none,none,none
40.3729323921,77.099769794,87.9454183223,7.27120755569,1.0,11.1690681269,9.79167076384,4.84475188705,133.0,-0.0988570063,-0.04282559659,-0.00514655075,0.107857435546,-0.00669693139675,-0.0374472254535,-0.000811112386148,0.0380499866965,0.0436505165839,0.0383878961252,6.0,4.0,none,none,none
13.0971042157,76.7143575153,9.23953607345,7.14594274188,1.0,1.17342108133,9.74272340444,1.57165250589,136.0,-0.11949059775,-0.05320183377,-0.0335518994,0.135033951362,-0.0273305228467,-0.0478234626335,-0.0292164610361,0.0623509635275,0.0685793157513,0.0644962867976,6.0,5.0,none,none,none
47.4678222338,74.7659195751,3.82437309392,7.26899124818,1.0,0.485695382928,9.49527178604,5.69613866805,146.0,-0.102301120762,-0.00043211,-0.01554329286,0.103476084102,-0.0101410458587,0.00494626113648,-0.0112078544961,0.0159035314552,0.018563983492,0.0192067764935,4.0,3.0,none,none,none
49.6418429962,80.7753014383,76.0871247738,7.62481793046,1.0,9.66306484627,10.2584632827,5.95702115954,153.0,-0.09670245992,-0.0693747698,0.00845588942,0.119313563794,-0.00454238501675,-0.0639963986635,0.0127913277839,0.0654201067717,0.0700356624323,0.0647122428094,3.0,2.0,none,none,none
21.9403683538,73.9537800189,-2.4557754159,7.75816587352,1.0,-0.31188347782,9.3921300624,2.63284420245,156.0,-0.115076310625,-0.03474947289,-0.00976238234,0.120604258806,-0.0229162357217,-0.0293711017535,-0.00542694397615,0.037646609393,0.0427549276077,0.0385112916795,4.0,3.0,none,none,none
-4.12756621209,66.1871465661,65.1023463006,8.15901709194,1.0,8.26799798018,8.40576761389,-0.495307945451,158.0,0.05638626958,-0.0950815353,-0.023336748885,0.112980146932,0.148546344483,-0.0897031641635,-0.0190013105211,0.174567247563,0.177907612718,0.175092198481,5.0,2.0,none,none,none
49.7767343791,52.3414264998,47.2647168885,7.57329059367,1.0,6.00261904484,6.64736116547,5.97320812549,167.0,-0.11220894259,-0.03873064017,-0.15292983768,0.193593503347,-0.0200488676867,-0.0333522690335,-0.148594399316,0.153605424557,0.159026899726,0.157803251545,5.0,2.0,none,none,none
21.808827555,54.7300035584,128.062556498,7.41705519668,1.0,16.2639446753,6.95071045192,2.6170593066,175.0,-0.1213403413,-0.02074943248,0.00446901348,0.12318274821,-0.0291802663967,-0.0153710613435,0.00880445184385,0.0341361369531,0.0360832229258,0.0332825713444,4.0,3.0,none,none,none
-3.67458917015,72.9535800206,-5.87977663131,8.17854070202,1.0,-0.746731632176,9.26510466262,-0.440950700418,176.0,-0.415879105554,-0.03307339339,0.065121621951,0.422244130134,-0.323719030651,-0.0276950222535,0.0694570603149,0.332242845357,0.331856423475,0.331363623092,2.0,1.0,none,none,none
0.151818307455,55.4585490894,52.3699748035,7.3844512832,1.0,6.65098680004,7.04323573435,0.0182181968946,182.0,-0.03843829594,-0.08672502274,-0.0558597094927,0.110086508295,0.0537217789633,-0.0813466516035,-0.0515242711288,0.110263583188,0.116308066138,0.112354859293,4.0,3.0,none,none,none
35.1692226473,81.4361590279,-5.23054130492,7.721274336,1.0,-0.664278745725,10.3423921965,4.22030671768,183.0,-0.143544084429,-0.0022281177,-0.04315189625,0.149906486961,-0.0513840095257,0.00315025343648,-0.0388164578861,0.0644744750617,0.0671369279413,0.0671738541519,3.0,3.0,none,none,none
22.1016685025,73.5547153675,95.2593000184,7.03700070491,1.0,12.0979311023,9.34144885167,2.6522002203,187.0,-0.1682109579,-0.0301374972,-0.07972996386,0.188573758069,-0.0760508829967,-0.0247591260635,-0.0753945254961,0.109913991843,0.114231662332,0.112931918717,6.0,2.0,none,none,none
20.7597692748,65.2122923275,10.759923794,6.1669666985,1.0,1.36651032183,8.28196112559,2.49117231297,188.0,-0.092778453,-0.06514230284,-0.03910558141,0.119919170518,-0.000618378096746,-0.0597639317035,-0.0347701430461,0.0691453018764,0.0759812378695,0.0714237805044,8.0,6.0,none,none,none
20.2409115612,58.5765965718,16.150176571,6.72368111301,1.0,2.05107242452,7.43922776461,2.42890938735,189.0,-0.09803551957,-0.0770924483,-0.03953887664,0.130833984301,-0.00587544466675,-0.0717140771635,-0.0352034382761,0.0801043805288,0.0868394449595,0.0821020857189,7.0,4.0,none,none,none
26.9799769221,71.2250443941,137.409314205,10.8232640512,1.0,17.4509829041,9.04558063806,3.23759723066,190.0,-0.4121544274,0.01932860034,-0.00027796442,0.412607493971,-0.319994352497,0.0247069714765,0.00405747394385,0.320972402496,0.32057769368,0.320946876186,2.0,0.0,none,none,none
47.983318831,57.8958258533,137.602988775,9.79736256649,1.0,17.4755795744,7.35276988337,5.75799825972,195.0,-0.2326315105,-0.08178799014,0.10857079214,0.269433316267,-0.140471435597,-0.0764096190035,0.112906230504,0.195751043373,0.195471523388,0.193282878188,2.0,1.0,none,none,none
51.3125237416,53.5804548908,71.1265478867,7.77475398739,1.0,9.03307158161,6.80471777113,6.15750284899,196.0,-0.11743054108,0.02714213671,-0.01287065718,0.121211721297,-0.0252704661767,0.0325205078465,-0.00853521881615,0.042059836562,0.0392548832914,0.0431489711074,5.0,4.0,none,none,none
-7.53179093682,75.535514738,26.818756876,5.38786598601,1.0,3.40598212325,9.59301037173,-0.903814912418,205.0,0.15219807761,0.06866953963,0.028635340309,0.169409985585,0.244358152513,0.0740479107665,0.0329707786729,0.257451106105,0.255433739133,0.256931863542,2.0,1.0,none,none,none
51.5820409566,70.6694520818,93.28371353,6.5373329565,1.0,11.8470316183,8.97502041439,6.18984491479,217.0,-0.0884981054,-0.04357249773,0.00487505244,0.0987635730121,0.00366196950325,-0.0381941265935,0.00921049080385,0.039459276067,0.0439970307562,0.0386777385996,4.0,3.0,none,none,none
-6.3240872973,63.7332553427,41.8405406509,6.03496796538,1.0,5.31374866267,8.09412342852,-0.758890475675,218.0,0.11772541675,-0.03287838927,-0.038817131508,0.128245982114,0.209885491653,-0.0275000181335,-0.0344816931441,0.214469479801,0.215962213792,0.21520906185,3.0,2.0,none,none,none
-5.40808116861,70.4584138952,107.16507698,6.59309078513,1.0,13.6099647764,8.94821856469,-0.648969740234,219.0,-0.1640695186,0.0422263765,-0.015277574937,0.170103727478,-0.0719094436967,0.0476047476365,-0.0109421365731,0.0869304920215,0.0847787665695,0.0875818724752,4.0,2.0,none,none,none
-1.86646484653,78.8935331103,60.1970612434,6.63795245191,1.0,7.64502677791,10.019478705,-0.223975781583,220.0,-0.01575844297,-0.1244944515,-0.034363749319,0.130107894635,0.0764016319333,-0.119116080364,-0.0300283109551,0.144663573238,0.150056472981,0.145625263023,3.0,3.0,none,none,none
51.3907488395,78.5391930865,129.971299043,7.14651596175,1.0,16.5063549784,9.97447752198,6.16688986074,221.0,-0.0400080398,-0.00998865635,-0.03829832204,0.056277686301,0.0521520351033,-0.00461028521352,-0.0339628836761,0.0624064657128,0.0654703711015,0.0648679502238,2.0,2.0,none,none,none
52.5906243092,54.7247417448,94.805556438,6.16620948505,1.0,12.0403056676,6.95004220158,6.3108749171,224.0,-0.1130430308,-0.06570687985,0.00787382979,0.130988999796,-0.0208829558967,-0.0603285087135,0.0122092681539,0.064997638722,0.0693937252363,0.0643243655713,4.0,3.0,none,none,none
52.3684433465,70.8206136583,16.3245330218,6.71815212465,1.0,2.07321569376,8.99421793461,6.28421320158,227.0,-0.11542056542,-0.0244803132,0.03548936214,0.12320993256,-0.0232604905167,-0.0191019420635,0.0398248005039,0.0499194285309,0.0489880697574,0.0465341749124,5.0,4.0,none,none,none
-2.36468341764,55.2876249406,127.138612916,7.12572673385,1.0,16.1466038404,7.02152836745,-0.283762010117,231.0,-0.0377184875,-0.08540348982,0.02743224819,0.0973086255862,0.0544415874033,-0.0800251186835,0.0317676865539,0.101868012488,0.104929360778,0.100600369284,2.0,2.0,none,none,none
50.7697653461,81.322519239,55.9504324469,7.18543943317,1.0,7.10570492076,10.3279599434,6.09237184153,232.0,-0.16868655379,-0.0190840593,0.03784110463,0.173929019857,-0.0765264788867,-0.0137056881635,0.0421765429939,0.0884477735036,0.0874782972502,0.0864644265491,4.0,4.0,none,none,none
-3.47199757297,63.6701504516,95.7014917373,7.3176200799,1.0,12.1540894506,8.08610910735,-0.416639708756,233.0,-0.1415399001,-0.07525587848,-0.112846610578,0.196039149368,-0.0493798251967,-0.0698775073435,-0.108511172214,0.138187943267,0.14434740005,0.141617762615,4.0,2.0,none,none,none
-5.26519623569,52.4485482621,105.463195669,7.3509685173,1.0,13.39382585,6.66096562929,-0.631823548283,235.0,-0.0343693393,-0.06893097749,-0.001691479733,0.0770427948956,0.0577907356033,-0.0635526063535,0.00264395863085,0.0859400570929,0.0899672711767,0.0859160287698,4.0,2.0,none,none,none
-5.32145972295,53.9045107775,29.9752964143,7.00361936136,1.0,3.80686264461,6.84587286874,-0.638575166753,237.0,-0.06444191012,0.17601093253,-0.124170020914,0.224835055638,0.0277181647833,0.181389303666,-0.11983458255,0.219159082218,0.217178127634,0.221559405662,1.0,1.0,none,none,none
-0.855720326974,70.2420880053,128.17197021,7.29764114489,1.0,16.2778402166,8.92074517667,-0.102686439237,239.0,-0.0326434991,-0.07492187476,-0.018812907633,0.0838618557191,0.0595165758033,-0.0695435036235,-0.0144774692691,0.0926721037207,0.0975163350752,0.0934475638269,2.0,1.0,none,none,none
50.9245768791,68.4986621078,56.9352401537,7.31289830957,1.0,7.23077549952,8.69933008769,6.1109492255,242.0,-0.12388531391,-0.0137862345,0.01817834788,0.125968581781,-0.0317252390067,-0.00840786336352,0.0225137862439,0.039800169942,0.0390768906564,0.0375184659604,5.0,3.0,none,none,none
